source_name,source_lat,source_lng,dest_name,dest_lat,dest_lng,pickup_time,hour,day_of_week,month,ride_type,num_riders,distance_km,duration_minutes,is_weekend,is_rush_hour
Red Fort,28.6562,77.241,DTU,28.7495,77.1184,2023-10-16 15:18:00,15,0,10,private,1,15.83,46.2,0,0
Lotus Temple,28.5535,77.2588,India Gate,28.6129,77.2295,2023-04-08 14:36:00,14,5,4,private,1,7.2,23.8,1,0
Delhi University,28.6891,77.2087,Connaught Place,28.6315,77.2167,2023-08-11 13:56:00,13,4,8,shared,3,6.45,30.6,0,0
Connaught Place,28.6315,77.2167,Lotus Temple,28.5535,77.2588,2023-11-23 00:25:00,0,3,11,private,1,9.6,33.5,0,0
Select Citywalk,28.5289,77.2195,Shiv Nadar University,28.5266,77.5757,2023-07-10 14:15:00,14,0,7,private,1,34.8,89.1,0,0
Galgotias University,28.4507,77.4908,ITS Engineering College,28.6763,77.3823,2023-11-26 08:28:00,8,6,11,private,1,27.23,56.8,1,1
Lotus Temple,28.5535,77.2588,ABES Engineering College,28.6324,77.449,2023-09-18 19:47:00,19,0,9,shared,4,20.54,100.4,0,1
Select Citywalk,28.5289,77.2195,IMS Ghaziabad,28.67,77.4382,2023-07-15 15:43:00,15,5,7,shared,4,26.5,87.7,1,0
IIT Delhi,28.5456,77.1924,KIET Group of Institutions,28.753,77.4973,2023-02-19 00:10:00,0,6,2,shared,3,37.64,97.3,1,0
DLF Mall of India,28.5671,77.3263,Greater Kailash,28.5562,77.2249,2023-10-09 01:38:00,1,0,10,shared,3,9.98,37.7,0,0
ITS Engineering College,28.6763,77.3823,KIET Group of Institutions,28.753,77.4973,2023-12-19 00:54:00,0,1,12,private,1,14.09,38.6,0,0
ITS Engineering College,28.6763,77.3823,NSIT,28.6091,77.0378,2023-02-21 06:24:00,6,1,2,shared,1,34.44,87.3,0,0
Select Citywalk,28.5289,77.2195,Red Fort,28.6562,77.241,2023-10-21 18:40:00,18,5,10,shared,1,14.31,54.6,1,1
Noida International University,28.3965,77.5007,JNU,28.5399,77.1674,2023-08-10 13:50:00,13,3,8,private,1,36.27,97.0,0,0
ABES Engineering College,28.6324,77.449,Galgotias University,28.4507,77.4908,2023-10-09 04:54:00,4,0,10,shared,3,20.61,41.3,0,0
DTU,28.7495,77.1184,Lotus Temple,28.5535,77.2588,2023-05-09 00:10:00,0,1,5,shared,3,25.74,70.5,0,0
Lotus Temple,28.5535,77.2588,Select Citywalk,28.5289,77.2195,2023-09-09 05:37:00,5,5,9,shared,4,4.71,22.1,1,0
Connaught Place,28.6315,77.2167,Jaypee Institute,28.5244,77.3656,2023-07-28 04:59:00,4,4,7,shared,3,18.79,50.9,0,0
ABES Engineering College,28.6324,77.449,DLF Mall of India,28.5671,77.3263,2023-08-02 13:19:00,13,2,8,private,1,14.01,54.0,0,0
IMS Ghaziabad,28.67,77.4382,IIT Delhi,28.5456,77.1924,2023-10-17 15:12:00,15,1,10,private,1,27.7,71.9,0,0
Red Fort,28.6562,77.241,Delhi University,28.6891,77.2087,2023-06-14 22:06:00,22,2,6,private,1,4.83,18.1,0,0
NSIT,28.6091,77.0378,Connaught Place,28.6315,77.2167,2023-12-28 05:08:00,5,3,12,shared,3,17.64,51.1,0,0
Qutub Minar,28.5245,77.1855,Cyber Hub,28.4946,77.0893,2023-10-19 21:23:00,21,3,10,shared,4,9.97,43.5,0,0
Red Fort,28.6562,77.241,KIET Group of Institutions,28.753,77.4973,2023-08-04 02:14:00,2,4,8,private,1,27.22,56.7,0,0
ABES Engineering College,28.6324,77.449,JNU,28.5399,77.1674,2023-05-22 01:18:00,1,0,5,shared,4,29.36,82.7,0,0
India Gate,28.6129,77.2295,JNU,28.5399,77.1674,2023-11-01 15:52:00,15,2,11,shared,3,10.13,35.7,0,0
Delhi University,28.6891,77.2087,Connaught Place,28.6315,77.2167,2023-12-07 09:43:00,9,3,12,shared,4,6.45,41.3,0,1
Delhi University,28.6891,77.2087,IIT Delhi,28.5456,77.1924,2023-01-14 04:58:00,4,5,1,shared,3,16.04,45.5,1,0
Qutub Minar,28.5245,77.1855,Lotus Temple,28.5535,77.2588,2023-11-12 03:30:00,3,6,11,shared,3,7.85,31.1,1,0
Shiv Nadar University,28.5266,77.5757,Noida International University,28.3965,77.5007,2023-10-03 08:00:00,8,1,10,shared,4,16.22,81.4,0,1
Galgotias University,28.4507,77.4908,DTU,28.7495,77.1184,2023-08-10 04:06:00,4,3,8,shared,1,49.25,134.4,0,0
ITS Engineering College,28.6763,77.3823,Jaypee Institute,28.5244,77.3656,2023-10-03 20:39:00,20,1,10,shared,3,16.97,52.4,0,0
IIT Delhi,28.5456,77.1924,India Gate,28.6129,77.2295,2023-04-20 05:53:00,5,3,4,private,1,8.31,23.7,0,0
Cyber Hub,28.4946,77.0893,Greater Kailash,28.5562,77.2249,2023-04-21 18:43:00,18,4,4,private,1,14.91,84.7,0,1
ABES Engineering College,28.6324,77.449,DLF Mall of India,28.5671,77.3263,2023-09-04 16:20:00,16,0,9,shared,2,14.01,52.9,0,0
India Gate,28.6129,77.2295,IIT Delhi,28.5456,77.1924,2023-03-30 00:54:00,0,3,3,shared,4,8.31,29.5,0,0
Noida International University,28.3965,77.5007,Akshardham Temple,28.6127,77.2773,2023-05-17 09:33:00,9,2,5,shared,2,32.47,152.2,0,1
JNU,28.5399,77.1674,IMS Ghaziabad,28.67,77.4382,2023-07-20 08:39:00,8,3,7,private,1,30.14,120.9,0,1
DLF Mall of India,28.5671,77.3263,Shiv Nadar University,28.5266,77.5757,2023-05-05 00:43:00,0,4,5,shared,3,24.77,67.4,0,0
Lotus Temple,28.5535,77.2588,ITS Engineering College,28.6763,77.3823,2023-01-02 17:08:00,17,0,1,private,1,18.21,73.8,0,1
Connaught Place,28.6315,77.2167,Jaypee Institute,28.5244,77.3656,2023-07-21 13:17:00,13,4,7,private,1,18.79,65.1,0,0
Noida International University,28.3965,77.5007,Greater Kailash,28.5562,77.2249,2023-10-30 21:01:00,21,0,10,private,1,32.28,78.9,0,0
IMS Ghaziabad,28.67,77.4382,Connaught Place,28.6315,77.2167,2023-11-06 20:10:00,20,0,11,shared,2,22.03,70.8,0,0
NSIT,28.6091,77.0378,Galgotias University,28.4507,77.4908,2023-05-28 04:59:00,4,6,5,shared,3,47.63,122.3,1,0
Galgotias University,28.4507,77.4908,Hindu College of Engineering,28.6764,77.5043,2023-09-12 19:08:00,19,1,9,private,1,25.13,99.1,0,1
KIET Group of Institutions,28.753,77.4973,Qutub Minar,28.5245,77.1855,2023-06-15 08:38:00,8,3,6,private,1,39.64,146.1,0,1
Akshardham Temple,28.6127,77.2773,KIET Group of Institutions,28.753,77.4973,2023-09-14 09:32:00,9,3,9,private,1,26.53,101.2,0,1
Noida International University,28.3965,77.5007,Qutub Minar,28.5245,77.1855,2023-11-20 11:35:00,11,0,11,private,1,33.94,86.6,0,0
Lotus Temple,28.5535,77.2588,Connaught Place,28.6315,77.2167,2023-02-23 19:04:00,19,3,2,shared,1,9.6,65.7,0,1
Noida International University,28.3965,77.5007,IMS Ghaziabad,28.67,77.4382,2023-04-23 07:28:00,7,6,4,private,1,31.02,77.0,1,0
DTU,28.7495,77.1184,DLF Mall of India,28.5671,77.3263,2023-06-18 12:55:00,12,6,6,shared,3,28.69,104.1,1,0
JNU,28.5399,77.1674,India Gate,28.6129,77.2295,2023-02-11 03:03:00,3,5,2,shared,1,10.13,28.8,1,0
Galgotias University,28.4507,77.4908,India Gate,28.6129,77.2295,2023-09-14 15:06:00,15,3,9,shared,4,31.26,84.3,0,0
IMS Ghaziabad,28.67,77.4382,NSIT,28.6091,77.0378,2023-01-04 13:28:00,13,2,1,private,1,39.66,105.7,0,0
IMS Ghaziabad,28.67,77.4382,Amity University,28.5445,77.3325,2023-03-14 16:57:00,16,1,3,private,1,17.36,49.1,0,0
NSIT,28.6091,77.0378,ABES Engineering College,28.6324,77.449,2023-06-07 19:42:00,19,2,6,private,1,40.22,160.1,0,1
Select Citywalk,28.5289,77.2195,Akshardham Temple,28.6127,77.2773,2023-04-23 14:19:00,14,6,4,shared,4,10.89,29.9,1,0
Amity University,28.5445,77.3325,DLF Mall of India,28.5671,77.3263,2023-01-27 06:03:00,6,4,1,shared,4,2.58,13.9,0,0
DTU,28.7495,77.1184,Red Fort,28.6562,77.241,2023-06-14 11:41:00,11,2,6,shared,2,15.83,53.7,0,0
DLF Mall of India,28.5671,77.3263,Jaypee Institute,28.5244,77.3656,2023-10-09 22:37:00,22,0,10,private,1,6.11,18.7,0,0
Select Citywalk,28.5289,77.2195,Shiv Nadar University,28.5266,77.5757,2023-06-27 23:46:00,23,1,6,shared,3,34.8,68.4,0,0
DLF Mall of India,28.5671,77.3263,Cyber Hub,28.4946,77.0893,2023-05-05 21:15:00,21,4,5,shared,4,24.52,72.4,0,0
DTU,28.7495,77.1184,JNU,28.5399,77.1674,2023-12-26 19:55:00,19,1,12,private,1,23.79,103.0,0,1
IMS Ghaziabad,28.67,77.4382,Noida International University,28.3965,77.5007,2023-04-01 08:50:00,8,5,4,private,1,31.02,59.9,1,1
IIT Delhi,28.5456,77.1924,DTU,28.7495,77.1184,2023-01-05 18:44:00,18,3,1,private,1,23.79,99.0,0,1
KIET Group of Institutions,28.753,77.4973,Qutub Minar,28.5245,77.1855,2023-07-24 08:06:00,8,0,7,shared,4,39.64,143.5,0,1
Hindu College of Engineering,28.6764,77.5043,Qutub Minar,28.5245,77.1855,2023-02-07 23:41:00,23,1,2,private,1,35.41,93.8,0,0
Hindu College of Engineering,28.6764,77.5043,Lotus Temple,28.5535,77.2588,2023-02-13 17:06:00,17,0,2,private,1,27.59,106.2,0,1
NSIT,28.6091,77.0378,Connaught Place,28.6315,77.2167,2023-04-12 08:51:00,8,2,4,private,1,17.64,97.2,0,1
Cyber Hub,28.4946,77.0893,Noida International University,28.3965,77.5007,2023-08-20 20:11:00,20,6,8,shared,3,41.68,116.0,1,0
Noida International University,28.3965,77.5007,KIET Group of Institutions,28.753,77.4973,2023-03-12 21:15:00,21,6,3,private,1,39.64,76.6,1,0
India Gate,28.6129,77.2295,Qutub Minar,28.5245,77.1855,2023-11-08 04:39:00,4,2,11,private,1,10.73,25.2,0,0
Cyber Hub,28.4946,77.0893,Jaypee Institute,28.5244,77.3656,2023-05-01 00:46:00,0,0,5,shared,3,27.2,67.5,0,0
Shiv Nadar University,28.5266,77.5757,Connaught Place,28.6315,77.2167,2023-06-02 15:25:00,15,4,6,shared,1,36.94,97.9,0,0
Amity University,28.5445,77.3325,Noida International University,28.3965,77.5007,2023-10-06 03:00:00,3,4,10,private,1,23.26,48.7,0,0
IIT Delhi,28.5456,77.1924,Hindu College of Engineering,28.6764,77.5043,2023-08-27 19:09:00,19,6,8,private,1,33.74,92.4,1,1
Hindu College of Engineering,28.6764,77.5043,Amity University,28.5445,77.3325,2023-01-08 12:38:00,12,6,1,private,1,22.28,59.3,1,0
Red Fort,28.6562,77.241,KIET Group of Institutions,28.753,77.4973,2023-02-12 23:55:00,23,6,2,shared,4,27.22,57.2,1,0
DTU,28.7495,77.1184,Cyber Hub,28.4946,77.0893,2023-08-20 15:18:00,15,6,8,shared,2,28.49,95.3,1,0
Greater Kailash,28.5562,77.2249,Galgotias University,28.4507,77.4908,2023-04-04 23:25:00,23,1,4,private,1,28.51,59.9,0,0
Noida International University,28.3965,77.5007,Lotus Temple,28.5535,77.2588,2023-09-22 01:02:00,1,4,9,shared,3,29.39,73.9,0,0
Hindu College of Engineering,28.6764,77.5043,Greater Kailash,28.5562,77.2249,2023-09-27 17:13:00,17,2,9,private,1,30.37,129.0,0,1
Shiv Nadar University,28.5266,77.5757,Delhi University,28.6891,77.2087,2023-10-29 03:25:00,3,6,10,private,1,40.13,80.5,1,0
DLF Mall of India,28.5671,77.3263,Hindu College of Engineering,28.6764,77.5043,2023-03-15 10:39:00,10,2,3,shared,3,21.2,71.8,0,0
Red Fort,28.6562,77.241,Select Citywalk,28.5289,77.2195,2023-01-06 03:25:00,3,4,1,private,1,14.31,29.5,0,0
DTU,28.7495,77.1184,Jaypee Institute,28.5244,77.3656,2023-09-06 20:52:00,20,2,9,shared,2,34.76,105.1,0,0
ITS Engineering College,28.6763,77.3823,Amity University,28.5445,77.3325,2023-07-26 18:51:00,18,2,7,shared,4,15.44,85.9,0,1
Connaught Place,28.6315,77.2167,Greater Kailash,28.5562,77.2249,2023-03-19 23:34:00,23,6,3,private,1,8.41,24.5,1,0
Lotus Temple,28.5535,77.2588,KIET Group of Institutions,28.753,77.4973,2023-07-16 13:26:00,13,6,7,private,1,32.15,83.8,1,0
Hindu College of Engineering,28.6764,77.5043,Amity University,28.5445,77.3325,2023-05-12 08:54:00,8,4,5,private,1,22.28,76.8,0,1
Shiv Nadar University,28.5266,77.5757,Lotus Temple,28.5535,77.2588,2023-11-08 18:21:00,18,2,11,private,1,31.1,118.7,0,1
ITS Engineering College,28.6763,77.3823,DTU,28.7495,77.1184,2023-10-09 07:23:00,7,0,10,shared,2,26.99,53.7,0,0
IIT Delhi,28.5456,77.1924,Shiv Nadar University,28.5266,77.5757,2023-12-27 15:27:00,15,2,12,shared,3,37.5,136.0,0,0
DTU,28.7495,77.1184,Noida International University,28.3965,77.5007,2023-10-06 23:32:00,23,4,10,shared,1,54.17,147.5,0,0
DLF Mall of India,28.5671,77.3263,KIET Group of Institutions,28.753,77.4973,2023-08-13 02:44:00,2,6,8,shared,3,26.56,70.0,1,0
Connaught Place,28.6315,77.2167,IMS Ghaziabad,28.67,77.4382,2023-05-31 14:56:00,14,2,5,shared,3,22.03,73.9,0,0
Qutub Minar,28.5245,77.1855,Hindu College of Engineering,28.6764,77.5043,2023-10-30 10:05:00,10,0,10,shared,2,35.41,116.7,0,0
Noida International University,28.3965,77.5007,ABES Engineering College,28.6324,77.449,2023-09-13 23:28:00,23,2,9,shared,2,26.71,63.3,0,0
Akshardham Temple,28.6127,77.2773,Select Citywalk,28.5289,77.2195,2023-12-24 03:44:00,3,6,12,private,1,10.89,21.8,1,0
NSIT,28.6091,77.0378,Jaypee Institute,28.5244,77.3656,2023-03-02 06:49:00,6,3,3,private,1,33.37,63.6,0,0
NSIT,28.6091,77.0378,Hindu College of Engineering,28.6764,77.5043,2023-05-14 07:26:00,7,6,5,private,1,46.14,97.2,1,0
Select Citywalk,28.5289,77.2195,IMS Ghaziabad,28.67,77.4382,2023-07-15 08:03:00,8,5,7,shared,3,26.5,73.5,1,1
ITS Engineering College,28.6763,77.3823,Jaypee Institute,28.5244,77.3656,2023-07-18 07:10:00,7,1,7,private,1,16.97,45.6,0,0
KIET Group of Institutions,28.753,77.4973,IMS Ghaziabad,28.67,77.4382,2023-03-17 08:49:00,8,4,3,shared,4,10.88,58.5,0,1
Red Fort,28.6562,77.241,Hindu College of Engineering,28.6764,77.5043,2023-01-23 12:24:00,12,0,1,private,1,25.79,66.3,0,0
Qutub Minar,28.5245,77.1855,Amity University,28.5445,77.3325,2023-05-29 01:53:00,1,0,5,private,1,14.53,30.7,0,0
ABES Engineering College,28.6324,77.449,JNU,28.5399,77.1674,2023-02-27 17:07:00,17,0,2,shared,4,29.36,160.7,0,1
DLF Mall of India,28.5671,77.3263,Greater Kailash,28.5562,77.2249,2023-05-23 17:46:00,17,1,5,private,1,9.98,70.4,0,1
Shiv Nadar University,28.5266,77.5757,Qutub Minar,28.5245,77.1855,2023-02-16 15:34:00,15,3,2,shared,2,38.12,129.9,0,0
Connaught Place,28.6315,77.2167,DTU,28.7495,77.1184,2023-09-23 20:30:00,20,5,9,private,1,16.25,32.1,1,0
Delhi University,28.6891,77.2087,Galgotias University,28.4507,77.4908,2023-02-11 21:29:00,21,5,2,shared,3,38.23,102.7,1,0
JNU,28.5399,77.1674,IIT Delhi,28.5456,77.1924,2023-04-10 02:33:00,2,0,4,shared,4,2.52,13.5,0,0
Shiv Nadar University,28.5266,77.5757,Lotus Temple,28.5535,77.2588,2023-03-14 05:43:00,5,1,3,shared,2,31.1,61.9,0,0
Hindu College of Engineering,28.6764,77.5043,Red Fort,28.6562,77.241,2023-08-31 06:20:00,6,3,8,shared,4,25.79,65.8,0,0
Akshardham Temple,28.6127,77.2773,Red Fort,28.6562,77.241,2023-05-17 12:49:00,12,2,5,shared,3,6.0,28.3,0,0
Akshardham Temple,28.6127,77.2773,IIT Delhi,28.5456,77.1924,2023-02-04 03:37:00,3,5,2,shared,1,11.15,29.1,1,0
Select Citywalk,28.5289,77.2195,Jaypee Institute,28.5244,77.3656,2023-11-25 20:57:00,20,5,11,private,1,14.28,33.9,1,0
Select Citywalk,28.5289,77.2195,India Gate,28.6129,77.2295,2023-10-11 13:51:00,13,2,10,private,1,9.39,32.3,0,0
Connaught Place,28.6315,77.2167,Red Fort,28.6562,77.241,2023-12-16 21:50:00,21,5,12,private,1,3.63,15.6,1,0
Shiv Nadar University,28.5266,77.5757,Qutub Minar,28.5245,77.1855,2023-10-11 04:05:00,4,2,10,shared,3,38.12,101.9,0,0
ABES Engineering College,28.6324,77.449,Hindu College of Engineering,28.6764,77.5043,2023-01-10 14:02:00,14,1,1,shared,2,7.28,27.7,0,0
Lotus Temple,28.5535,77.2588,India Gate,28.6129,77.2295,2023-03-18 15:21:00,15,5,3,shared,1,7.2,24.4,1,0
Lotus Temple,28.5535,77.2588,IMS Ghaziabad,28.67,77.4382,2023-03-15 02:10:00,2,2,3,private,1,21.78,44.3,0,0
Delhi University,28.6891,77.2087,India Gate,28.6129,77.2295,2023-05-30 07:41:00,7,1,5,private,1,8.71,32.7,0,0
DLF Mall of India,28.5671,77.3263,Noida International University,28.3965,77.5007,2023-11-28 16:58:00,16,1,11,shared,2,25.5,83.5,0,0
DLF Mall of India,28.5671,77.3263,Amity University,28.5445,77.3325,2023-10-05 08:18:00,8,3,10,private,1,2.58,19.1,0,1
DLF Mall of India,28.5671,77.3263,Cyber Hub,28.4946,77.0893,2023-03-10 12:29:00,12,4,3,private,1,24.52,85.8,0,0
Lotus Temple,28.5535,77.2588,JNU,28.5399,77.1674,2023-04-04 18:45:00,18,1,4,shared,3,9.05,55.9,0,1
Hindu College of Engineering,28.6764,77.5043,Noida International University,28.3965,77.5007,2023-08-23 22:34:00,22,2,8,private,1,31.13,59.0,0,0
JNU,28.5399,77.1674,Greater Kailash,28.5562,77.2249,2023-01-25 10:54:00,10,2,1,shared,2,5.9,28.8,0,0
Red Fort,28.6562,77.241,ITS Engineering College,28.6763,77.3823,2023-03-13 15:08:00,15,0,3,private,1,13.97,38.7,0,0
Delhi University,28.6891,77.2087,DTU,28.7495,77.1184,2023-10-19 10:55:00,10,3,10,shared,2,11.07,38.7,0,0
India Gate,28.6129,77.2295,DLF Mall of India,28.5671,77.3263,2023-11-10 13:38:00,13,4,11,private,1,10.74,32.0,0,0
ABES Engineering College,28.6324,77.449,Galgotias University,28.4507,77.4908,2023-09-09 21:34:00,21,5,9,shared,2,20.61,44.8,1,0
IIT Delhi,28.5456,77.1924,India Gate,28.6129,77.2295,2023-05-25 10:57:00,10,3,5,shared,1,8.31,32.1,0,0
Jaypee Institute,28.5244,77.3656,Akshardham Temple,28.6127,77.2773,2023-03-20 02:57:00,2,0,3,shared,2,13.07,34.5,0,0
Shiv Nadar University,28.5266,77.5757,Qutub Minar,28.5245,77.1855,2023-05-13 21:22:00,21,5,5,shared,1,38.12,101.2,1,0
India Gate,28.6129,77.2295,Hindu College of Engineering,28.6764,77.5043,2023-09-08 06:46:00,6,4,9,private,1,27.73,59.3,0,0
ABES Engineering College,28.6324,77.449,Shiv Nadar University,28.5266,77.5757,2023-09-25 03:05:00,3,0,9,private,1,17.07,35.6,0,0
NSIT,28.6091,77.0378,IIT Delhi,28.5456,77.1924,2023-11-19 10:35:00,10,6,11,shared,4,16.67,59.6,1,0
Delhi University,28.6891,77.2087,DTU,28.7495,77.1184,2023-06-16 13:09:00,13,4,6,private,1,11.07,40.0,0,0
JNU,28.5399,77.1674,Greater Kailash,28.5562,77.2249,2023-03-18 22:49:00,22,5,3,private,1,5.9,21.7,1,0
Greater Kailash,28.5562,77.2249,ABES Engineering College,28.6324,77.449,2023-08-08 15:38:00,15,1,8,shared,3,23.46,86.5,0,0
Greater Kailash,28.5562,77.2249,JNU,28.5399,77.1674,2023-04-23 12:36:00,12,6,4,private,1,5.9,23.6,1,0
DLF Mall of India,28.5671,77.3263,Hindu College of Engineering,28.6764,77.5043,2023-12-22 04:33:00,4,4,12,shared,4,21.2,55.5,0,0
Lotus Temple,28.5535,77.2588,Shiv Nadar University,28.5266,77.5757,2023-03-18 10:33:00,10,5,3,private,1,31.1,87.3,1,0
Select Citywalk,28.5289,77.2195,Lotus Temple,28.5535,77.2588,2023-02-08 23:57:00,23,2,2,private,1,4.71,18.3,0,0
Lotus Temple,28.5535,77.2588,Cyber Hub,28.4946,77.0893,2023-09-26 06:33:00,6,1,9,private,1,17.81,35.4,0,0
DTU,28.7495,77.1184,Galgotias University,28.4507,77.4908,2023-02-02 04:16:00,4,3,2,shared,1,49.25,133.8,0,0
IIT Delhi,28.5456,77.1924,Amity University,28.5445,77.3325,2023-12-15 16:09:00,16,4,12,private,1,13.69,53.5,0,0
Connaught Place,28.6315,77.2167,Akshardham Temple,28.6127,77.2773,2023-01-07 05:26:00,5,5,1,private,1,6.27,18.9,1,0
Galgotias University,28.4507,77.4908,Shiv Nadar University,28.5266,77.5757,2023-01-29 16:31:00,16,6,1,shared,4,11.84,48.4,1,0
Noida International University,28.3965,77.5007,Cyber Hub,28.4946,77.0893,2023-05-30 10:02:00,10,1,5,private,1,41.68,103.3,0,0
NSIT,28.6091,77.0378,JNU,28.5399,77.1674,2023-06-17 19:18:00,19,5,6,private,1,14.81,47.9,1,1
Galgotias University,28.4507,77.4908,Cyber Hub,28.4946,77.0893,2023-08-23 12:34:00,12,2,8,private,1,39.55,106.5,0,0
JNU,28.5399,77.1674,Cyber Hub,28.4946,77.0893,2023-10-10 01:24:00,1,1,10,shared,1,9.14,29.9,0,0
DLF Mall of India,28.5671,77.3263,Select Citywalk,28.5289,77.2195,2023-12-28 06:01:00,6,3,12,shared,1,11.26,29.9,0,0
Delhi University,28.6891,77.2087,Select Citywalk,28.5289,77.2195,2023-01-02 13:51:00,13,0,1,shared,3,17.84,66.4,0,0
Red Fort,28.6562,77.241,KIET Group of Institutions,28.753,77.4973,2023-10-05 09:55:00,9,3,10,shared,3,27.22,104.7,0,1
IIT Delhi,28.5456,77.1924,Cyber Hub,28.4946,77.0893,2023-02-16 15:46:00,15,3,2,shared,1,11.56,43.4,0,0
India Gate,28.6129,77.2295,Noida International University,28.3965,77.5007,2023-01-23 03:49:00,3,0,1,private,1,35.79,72.3,0,0
Shiv Nadar University,28.5266,77.5757,KIET Group of Institutions,28.753,77.4973,2023-07-19 20:54:00,20,2,7,private,1,26.31,67.9,0,0
Delhi University,28.6891,77.2087,Qutub Minar,28.5245,77.1855,2023-02-01 11:17:00,11,2,2,shared,4,18.44,60.0,0,0
JNU,28.5399,77.1674,Noida International University,28.3965,77.5007,2023-10-12 01:49:00,1,3,10,private,1,36.27,73.4,0,0
ABES Engineering College,28.6324,77.449,ITS Engineering College,28.6763,77.3823,2023-04-14 16:28:00,16,4,4,private,1,8.14,29.3,0,0
KIET Group of Institutions,28.753,77.4973,India Gate,28.6129,77.2295,2023-05-07 01:05:00,1,6,5,private,1,30.42,58.3,1,0
IMS Ghaziabad,28.67,77.4382,Cyber Hub,28.4946,77.0893,2023-04-08 03:55:00,3,5,4,shared,2,39.26,102.0,1,0
Amity University,28.5445,77.3325,Cyber Hub,28.4946,77.0893,2023-09-28 18:16:00,18,3,9,private,1,24.4,99.4,0,1
Red Fort,28.6562,77.241,Connaught Place,28.6315,77.2167,2023-07-03 09:15:00,9,0,7,private,1,3.63,24.1,0,1
Galgotias University,28.4507,77.4908,Qutub Minar,28.5245,77.1855,2023-11-15 00:43:00,0,2,11,shared,2,30.95,80.6,0,0
Red Fort,28.6562,77.241,Qutub Minar,28.5245,77.1855,2023-06-28 01:40:00,1,2,6,shared,3,15.61,38.6,0,0
Hindu College of Engineering,28.6764,77.5043,India Gate,28.6129,77.2295,2023-01-15 06:16:00,6,6,1,shared,2,27.73,66.3,1,0
DTU,28.7495,77.1184,Jaypee Institute,28.5244,77.3656,2023-01-14 21:08:00,21,5,1,private,1,34.76,89.7,1,0
DTU,28.7495,77.1184,Hindu College of Engineering,28.6764,77.5043,2023-03-28 07:31:00,7,1,3,shared,4,38.5,103.7,0,0
Shiv Nadar University,28.5266,77.5757,Noida International University,28.3965,77.5007,2023-11-09 03:08:00,3,3,11,private,1,16.22,42.3,0,0
ITS Engineering College,28.6763,77.3823,Lotus Temple,28.5535,77.2588,2023-11-13 20:12:00,20,0,11,shared,2,18.21,45.9,0,0
Delhi University,28.6891,77.2087,ABES Engineering College,28.6324,77.449,2023-12-21 09:55:00,9,3,12,private,1,24.28,90.1,0,1
Cyber Hub,28.4946,77.0893,Galgotias University,28.4507,77.4908,2023-12-06 08:05:00,8,2,12,shared,4,39.55,205.8,0,1
DTU,28.7495,77.1184,KIET Group of Institutions,28.753,77.4973,2023-08-09 03:00:00,3,2,8,shared,4,36.94,98.7,0,0
Hindu College of Engineering,28.6764,77.5043,Greater Kailash,28.5562,77.2249,2023-06-12 23:25:00,23,0,6,shared,4,30.37,63.4,0,0
Galgotias University,28.4507,77.4908,Delhi University,28.6891,77.2087,2023-03-07 18:23:00,18,1,3,shared,1,38.23,194.0,0,1
JNU,28.5399,77.1674,Amity University,28.5445,77.3325,2023-09-01 07:16:00,7,4,9,shared,2,16.14,45.3,0,0
Galgotias University,28.4507,77.4908,JNU,28.5399,77.1674,2023-02-03 20:19:00,20,4,2,private,1,33.12,75.9,0,0
DLF Mall of India,28.5671,77.3263,Hindu College of Engineering,28.6764,77.5043,2023-03-08 13:55:00,13,2,3,shared,2,21.2,73.8,0,0
Red Fort,28.6562,77.241,Select Citywalk,28.5289,77.2195,2023-10-02 10:28:00,10,0,10,shared,1,14.31,39.5,0,0
NSIT,28.6091,77.0378,IMS Ghaziabad,28.67,77.4382,2023-02-07 11:56:00,11,1,2,shared,3,39.66,138.9,0,0
Shiv Nadar University,28.5266,77.5757,KIET Group of Institutions,28.753,77.4973,2023-04-25 23:07:00,23,1,4,shared,3,26.31,54.6,0,0
Amity University,28.5445,77.3325,JNU,28.5399,77.1674,2023-06-12 21:56:00,21,0,6,private,1,16.14,44.7,0,0
Greater Kailash,28.5562,77.2249,Hindu College of Engineering,28.6764,77.5043,2023-09-12 07:45:00,7,1,9,private,1,30.37,61.0,0,0
ABES Engineering College,28.6324,77.449,Lotus Temple,28.5535,77.2588,2023-11-11 07:55:00,7,5,11,shared,1,20.54,56.4,1,0
Akshardham Temple,28.6127,77.2773,Shiv Nadar University,28.5266,77.5757,2023-06-09 06:42:00,6,4,6,shared,3,30.67,74.0,0,0
Galgotias University,28.4507,77.4908,Shiv Nadar University,28.5266,77.5757,2023-02-09 22:58:00,22,3,2,private,1,11.84,33.3,0,0
Lotus Temple,28.5535,77.2588,ABES Engineering College,28.6324,77.449,2023-04-30 15:19:00,15,6,4,shared,3,20.54,61.9,1,0
